Ligand_id	Ligand_symbol	Ligand_location	Receptor_id	Receptor_symbol	Receptor.location	Type	KEGG.pathway	Pmubmed.ID	Other.DB	LRID
558	AXL	Membrane	9173	IL1RL1	Membrane	Cell adhesion		32822567		LR02260
64101	LRRC4	Membrane	5590	PRKCZ	Membrane	Cell adhesion		25948265		LR02261
5617	PRL	Secreted	5618	PRLR	Membrane	Secreted protein to receptor interaction	hsa04060:Cytokine-cytokine receptor interaction;hsa04080:Neuroactive ligand-receptor interaction;hsa04151:PI3K-Akt signaling pathway;hsa04630:Jak-STAT signaling pathway;hsa04917:Prolactin signaling pathway	7984244;9626554;9175708;11356126;2558309;10966654;18253483	HPMR;IUPHAR	LR02262
5618	PRLR	Membrane	5618	PRLR	Membrane	Cell adhesion		27003442		LR02263
5623	PSPN	Secreted	5979	RET	Membrane	Cytokine-cytokine receptor interaction		11116144	HPMR	LR02264
5623	PSPN	Secreted	64096	GFRA4	Membrane	Cytokine-cytokine receptor interaction		11544105;11116144	HPMR	LR02265
5624	PROC	Secreted	10544	PROCR	Membrane	Cytokine-cytokine receptor interaction		10681521;7929370;11099506	HPMR	LR02266
5624	PROC	Secreted	7056	THBD	Membrane	Cytokine-cytokine receptor interaction		11106601;12588872		LR02267
5627	PROS1	Secreted	7301	TYRO3	Membrane	Secreted protein to receptor interaction		30501104;8641360;7867073	HPMR;IUPHAR	LR02268
56288	PARD3	Membrane	58494	JAM2	Membrane	Cell adhesion		17916321		LR02269
64101	LRRC4	Membrane	56288	PARD3	Membrane	Cell adhesion		25948265		LR02270
56288	PARD3	Membrane	83700	JAM3	Membrane	Cell adhesion		17916321		LR02271
5649	RELN	ECM	7436	VLDLR	Membrane	ECM-receptor interaction		10571240;10571241	HPMR	LR02278
5649	RELN	ECM	7804	LRP8	Membrane	ECM-receptor interaction		12167620;12670700;12899622;10571240	HPMR	LR02279
5660	PSAP	Secreted	9283	GPR37L1	Membrane	Secreted protein to receptor interaction		23690594	HPMR;IUPHAR	LR02280
5660	PSAP	Secreted	9620	CELSR1	Membrane	Secreted protein to receptor interaction		16169070		LR02281
5663	PSEN1	Secreted	23385	NCSTN	Membrane	Cytokine-cytokine receptor interaction		10993067;12603837	HPMR	LR02282
567	B2M	Secreted	909	CD1A	Membrane	Secreted protein to receptor interaction		12833155		LR02283
567	B2M	Secreted	910	CD1B	Membrane	Secreted protein to receptor interaction		12118248		LR02284
567	B2M	Secreted	911	CD1C	Membrane	Secreted protein to receptor interaction		9209486		LR02285
5673	PSG5	Secreted	51330	TNFRSF12A	Membrane	Secreted protein to receptor interaction		32822567		LR02286
5676	PSG7	Secreted	50856	CLEC4A	Membrane	Secreted protein to receptor interaction		32822567		LR02287
56884	FSTL5	Secreted	56971	CEACAM19	Membrane	Secreted protein to receptor interaction		32822567		LR02288
129521	NMS	Secreted	56923	NMUR2	Membrane	Secreted protein to receptor interaction		15635449;29288685	HPMR;IUPHAR	LR02289
57152	SLURP1	Secreted	57053	CHRNA10	Membrane	Secreted protein to receptor interaction	hsa04080:Neuroactive ligand-receptor interaction	29192197		LR02292
83755	KRTAP4-12	ECM	57088	PLSCR4	Membrane	ECM-receptor interaction		16189514		LR02293
50846	DHH	Secreted	5727	PTCH1	Membrane	Secreted protein to receptor interaction	hsa04340:Hedgehog signaling pathway	9811851		LR02294
6469	SHH	Membrane	5727	PTCH1	Membrane	Cell adhesion	hsa04340:Hedgehog signaling pathway;hsa04350:TGF-beta signaling pathway;hsa05200:Pathways in cancer;hsa05205:Proteoglycans in cancer	9811851;30613383;21339334;16867986	HPMR	LR02295
128434	VSTM2L	Membrane	57292	KIR2DL5A	Membrane	Cell adhesion		32822567		LR02296
5741	PTH	Secreted	5745	PTH1R	Membrane	Secreted protein to receptor interaction	hsa04080:Neuroactive ligand-receptor interaction;hsa04928:Parathyroid hormone synthesis and secretion and action;hsa04961:Endocrine and other factor-regulated calcium reabsorption	12947048;9108031	HPMR	LR02297
5741	PTH	Secreted	5746	PTH2R	Membrane	Secreted protein to receptor interaction	hsa04080:Neuroactive ligand-receptor interaction	7797535;9482662	HPMR	LR02298
5744	PTHLH	Secreted	5745	PTH1R	Membrane	Secreted protein to receptor interaction	hsa04928:Parathyroid hormone synthesis and secretion and action	8702701;29577935;9108031;2558877	HPMR;IUPHAR	LR02299
5744	PTHLH	Secreted	5746	PTH2R	Membrane	Secreted protein to receptor interaction		8702701	IUPHAR	LR02300
113091	PTH2	Secreted	5745	PTH1R	Membrane	Cytokine-cytokine receptor interaction	hsa04080:Neuroactive ligand-receptor interaction	10854439;11159842	IUPHAR	LR02301
113091	PTH2	Secreted	5746	PTH2R	Membrane	Cytokine-cytokine receptor interaction	hsa04080:Neuroactive ligand-receptor interaction	11861531;10854439;11602681	HPMR;IUPHAR	LR02302
79600	TCTN1	Membrane	57545	CC2D2A	Membrane	Cell adhesion		21725307		LR02303
57556	SEMA6A	Membrane	91584	PLXNA4	Membrane	Cell adhesion		27533782;20606624;26633812		LR02304
5757	PTMA	Secreted	7433	VIPR1	Membrane	Cytokine-cytokine receptor interaction		8886855		LR02305
283659	PRTG	Membrane	57611	ISLR2	Membrane	Cell adhesion		32822567		LR02306
57633	LRRN1	Membrane	57689	LRRC4C	Membrane	Cell adhesion		32822567		LR02307
57633	LRRN1	Membrane	90249	UNC5A	Membrane	Cell adhesion		32822567		LR02308
5764	PTN	Secreted	23654	PLXNB2	Membrane	Secreted protein to receptor interaction		16169070		LR02309
5764	PTN	Secreted	5802	PTPRS	Membrane	Secreted protein to receptor interaction		16169070		LR02311
5764	PTN	Secreted	5803	PTPRZ1	Membrane	Secreted protein to receptor interaction		10706604;28356350;16814777;25620911	DLRP;HPMR;CellphoneDB	LR02312
5764	PTN	Secreted	6382	SDC1	Membrane	Secreted protein to receptor interaction		28356350;7592855;25620911		LR02313
5764	PTN	Secreted	6383	SDC2	Membrane	Secreted protein to receptor interaction		28356350;25620911		LR02314
5764	PTN	Secreted	6385	SDC4	Membrane	Secreted protein to receptor interaction		28356350;25620911		LR02315
5764	PTN	Secreted	9672	SDC3	Membrane	Secreted protein to receptor interaction		28356350;8175719;25620911;11461706		LR02316
284266	SIGLEC15	Membrane	57689	LRRC4C	Membrane	Cell adhesion		32822567		LR02317
124857	WFIKKN2	Secreted	57722	IGDCC4	Membrane	Secreted protein to receptor interaction		32822567		LR02318
5777	PTPN6	Secreted	146722	CD300LF	Membrane	Secreted protein to receptor interaction		15549731		LR02319
23705	CADM1	Membrane	5783	PTPN13	Membrane	Cell adhesion		19561085		LR02320
199731	CADM4	Membrane	57863	CADM3	Membrane	Cell adhesion		31451613		LR02321
57863	CADM3	Membrane	57863	CADM3	Membrane	Cell adhesion	hsa04514:Cell adhesion molecules (CAMs)	32589946		LR02322
6614	SIGLEC1	Membrane	5788	PTPRC	Membrane	Cell adhesion		10575006		LR02323
5789	PTPRD	Membrane	11141	IL1RAPL1	Membrane	Cell adhesion		32822567		LR02324
5789	PTPRD	Membrane	145581	LRFN5	Membrane	Cell adhesion		32822567		LR02325
5789	PTPRD	Membrane	26280	IL1RAPL2	Membrane	Cell adhesion		32822567		LR02326
5789	PTPRD	Membrane	57622	LRFN1	Membrane	Cell adhesion		32822567		LR02327
5789	PTPRD	Membrane	78999	LRFN4	Membrane	Cell adhesion		32822567		LR02328
5792	PTPRF	Membrane	10326	SIRPB1	Membrane	Cell adhesion		32822567		LR02329
5792	PTPRF	Membrane	145581	LRFN5	Membrane	Cell adhesion		32822567		LR02330
5792	PTPRF	Membrane	57622	LRFN1	Membrane	Cell adhesion		32822567		LR02331
5792	PTPRF	Membrane	78999	LRFN4	Membrane	Cell adhesion		32822567		LR02332
94030	LRRC4B	Membrane	5792	PTPRF	Membrane	Cell adhesion	hsa04514:Cell adhesion molecules (CAMs)	32589946		LR02333
152330	CNTN4	Secreted	5793	PTPRG	Membrane	Secreted protein to receptor interaction		20133774		LR02334
27255	CNTN6	Secreted	5793	PTPRG	Membrane	Secreted protein to receptor interaction		20133774		LR02335
53942	CNTN5	Membrane	5793	PTPRG	Membrane	Cell adhesion		20133774		LR02336
57453	DSCAML1	Membrane	5796	PTPRK	Membrane	Cell adhesion		32822567		LR02337
57453	DSCAML1	Membrane	5797	PTPRM	Membrane	Cell adhesion		32822567		LR02338
5797	PTPRM	Membrane	5797	PTPRM	Membrane	Cell adhesion	hsa04514:Cell adhesion molecules (CAMs)	32589946;9531566		LR02339
5802	PTPRS	Membrane	11141	IL1RAPL1	Membrane	Cell adhesion		32822567		LR02340
5802	PTPRS	Membrane	145581	LRFN5	Membrane	Cell adhesion		32822567		LR02341
5802	PTPRS	Membrane	26280	IL1RAPL2	Membrane	Cell adhesion		32822567		LR02342
5802	PTPRS	Membrane	57622	LRFN1	Membrane	Cell adhesion		32822567		LR02343
5802	PTPRS	Membrane	78999	LRFN4	Membrane	Cell adhesion		32822567		LR02344
10225	CD96	Membrane	5817	PVR	Membrane	Cell adhesion		24658051;30759143;15034010		LR02345
10666	CD226	Membrane	5817	PVR	Membrane	Cell adhesion	hsa04514:Cell adhesion molecules (CAMs)	15039383	CellphoneDB	LR02346
201633	TIGIT	Membrane	5817	PVR	Membrane	Cell adhesion	hsa04514:Cell adhesion molecules (CAMs)	24987108;19815499	CellphoneDB	LR02347
25945	NECTIN3	Membrane	5817	PVR	Membrane	Cell adhesion		11544254;23027581	CellphoneDB	LR02348
5817	PVR	Membrane	57292	KIR2DL5A	Membrane	Cell adhesion		32822567		LR02349
5819	NECTIN2	Membrane	5817	PVR	Membrane	Cell adhesion		30759143		LR02350
7448	VTN	ECM	5817	PVR	Membrane	ECM-receptor interaction		11437656		LR02351
5818	NECTIN1	Membrane	10225	CD96	Membrane	Cell adhesion		30759143;23027581;17971293	CellphoneDB	LR02352
25945	NECTIN3	Membrane	5818	NECTIN1	Membrane	Cell adhesion	hsa04514:Cell adhesion molecules (CAMs)	11544254;30759143;23027581	CellphoneDB	LR02353
5818	NECTIN1	Membrane	57863	CADM3	Membrane	Cell adhesion		23027581		LR02354
5818	NECTIN1	Membrane	5818	NECTIN1	Membrane	Cell adhesion	hsa04514:Cell adhesion molecules (CAMs);hsa04520:Adherens junction	30759143		LR02355
5818	NECTIN1	Membrane	81607	NECTIN4	Membrane	Cell adhesion	hsa04520:Adherens junction	11544254;23027581	CellphoneDB	LR02356
10666	CD226	Membrane	5819	NECTIN2	Membrane	Cell adhesion	hsa04514:Cell adhesion molecules (CAMs)	24440149;30759143;15039383	CellphoneDB	LR02357
201633	TIGIT	Membrane	5819	NECTIN2	Membrane	Cell adhesion	hsa04514:Cell adhesion molecules (CAMs)	1313846;24987108;19815499	CellphoneDB	LR02358
25945	NECTIN3	Membrane	5819	NECTIN2	Membrane	Cell adhesion	hsa04520:Adherens junction	11544254;23027581	CellphoneDB	LR02359
58494	JAM2	Membrane	83700	JAM3	Membrane	Cell adhesion	hsa04530:Tight junction;hsa04514:Cell adhesion molecules (CAMs)	12070135;11590146	CellphoneDB	LR02361
5919	RARRES2	Secreted	9034	CCRL2	Membrane	Secreted protein to receptor interaction		18794339		LR02362
59277	NTN4	Secreted	90249	UNC5A	Membrane	Cytokine-cytokine receptor interaction		17174565	HPMR	LR02363
117579	RLN3	Secreted	59350	RXFP1	Membrane	Secreted protein to receptor interaction	hsa04080:Neuroactive ligand-receptor interaction	15649866;12506116;16365033;14522968;25761609	HPMR;IUPHAR	LR02364
284654	RSPO1	Secreted	59352	LGR6	Membrane	Secreted protein to receptor interaction	hsa04310:Wnt signaling pathway	21693646;21727895;24349440	IUPHAR	LR02365
340419	RSPO2	Secreted	59352	LGR6	Membrane	Secreted protein to receptor interaction	hsa04310:Wnt signaling pathway	21693646;29769720;21727895	IUPHAR	LR02366
343637	RSPO4	Secreted	59352	LGR6	Membrane	Secreted protein to receptor interaction	hsa04310:Wnt signaling pathway	21693646;21727895	IUPHAR	LR02367
84870	RSPO3	Secreted	59352	LGR6	Membrane	Secreted protein to receptor interaction	hsa04310:Wnt signaling pathway	21693646;29769720;21727895;29405118	IUPHAR	LR02368
5950	RBP4	Secreted	64220	STRA6	Membrane	Cytokine-cytokine receptor interaction		23959802		LR02369
5972	REN	Secreted	10159	ATP6AP2	Membrane	Secreted protein to receptor interaction		12045255	HPMR	LR02370
5979	RET	Membrane	64096	GFRA4	Membrane	Cell adhesion		9883723		LR02371
9048	ARTN	Secreted	5979	RET	Membrane	Secreted protein to receptor interaction		9883723	HPMR	LR02372
6013	RLN1	Secreted	122042	RXFP2	Membrane	Secreted protein to receptor interaction	hsa04080:Neuroactive ligand-receptor interaction	16411781;11809971	HPMR;IUPHAR	LR02373
6013	RLN1	Secreted	59350	RXFP1	Membrane	Secreted protein to receptor interaction	hsa04080:Neuroactive ligand-receptor interaction;hsa04926:Relaxin signaling pathway	25761609;16411781;11809971	HPMR;IUPHAR	LR02376
6019	RLN2	Secreted	122042	RXFP2	Membrane	Secreted protein to receptor interaction	hsa04080:Neuroactive ligand-receptor interaction	15649866;22973049;11809971;12506116	HPMR;IUPHAR	LR02377
6019	RLN2	Secreted	59350	RXFP1	Membrane	Secreted protein to receptor interaction	hsa04080:Neuroactive ligand-receptor interaction;hsa04926:Relaxin signaling pathway	15649866;22973049;11809971;12506116	HPMR;IUPHAR	LR02378
6036	RNASE2	Secreted	7097	TLR2	Membrane	Secreted protein to receptor interaction		18195069		LR02379
60675	PROK2	Secreted	128674	PROKR2	Membrane	Secreted protein to receptor interaction		24496457;12024206;15772293;12054613	HPMR;IUPHAR	LR02380
10673	TNFSF13B	Membrane	608	TNFRSF17	Membrane	Cell adhesion	hsa04060:Cytokine-cytokine receptor interaction	10908663;10973284;10801128	HPMR;IUPHAR	LR02381
8741	TNFSF13	Membrane	608	TNFRSF17	Membrane	Cell adhesion	hsa04060:Cytokine-cytokine receptor interaction	10973284;14764606	HPMR;IUPHAR	LR02382
6585	SLIT1	Secreted	6091	ROBO1	Membrane	Cytokine-cytokine receptor interaction	hsa04350:TGF-beta signaling pathway	10433822	HPMR	LR02383
80739	MPIG6B	Membrane	6091	ROBO1	Membrane	Cell adhesion		32822567		LR02384
9353	SLIT2	Secreted	6091	ROBO1	Membrane	Cytokine-cytokine receptor interaction	hsa04350:TGF-beta signaling pathway	10102268;31217826	HPMR	LR02385
6585	SLIT1	Secreted	6092	ROBO2	Membrane	Cytokine-cytokine receptor interaction	hsa04360:Axon guidance	21600986		LR02386
6586	SLIT3	Secreted	6092	ROBO2	Membrane	Cytokine-cytokine receptor interaction		11754167		LR02387
93145	OLFM2	Secreted	6092	ROBO2	Membrane	Cytokine-cytokine receptor interaction		16169070		LR02388
9353	SLIT2	Secreted	6092	ROBO2	Membrane	Cytokine-cytokine receptor interaction	hsa04350:TGF-beta signaling pathway	29317497;15130495;10102268;31217826	HPMR	LR02389
3827	KNG1	Secreted	623	BDKRB1	Membrane	Secreted protein to receptor interaction	hsa04080:Neuroactive ligand-receptor interaction	8063797;9111052;10422787;9313952	HPMR;IUPHAR	LR02390
3827	KNG1	Secreted	624	BDKRB2	Membrane	Secreted protein to receptor interaction	hsa04080:Neuroactive ligand-receptor interaction	8063797;8302267;9203620	HPMR;IUPHAR	LR02391
7471	WNT1	Secreted	6259	RYK	Membrane	Secreted protein to receptor interaction		15454084	HPMR	LR02392
7473	WNT3	Secreted	6259	RYK	Membrane	Secreted protein to receptor interaction		15454084	HPMR	LR02393
7474	WNT5A	Secreted	6259	RYK	Membrane	Secreted protein to receptor interaction	hsa04350:TGF-beta signaling pathway	15598975	HPMR	LR02394
89780	WNT3A	Secreted	6259	RYK	Membrane	Secreted protein to receptor interaction		15454084		LR02395
627	BDNF	Secreted	2064	ERBB2	Membrane	Cytokine-cytokine receptor interaction	hsa04010:MAPK signaling pathway;hsa04151:PI3K-Akt signaling pathway	28446206		LR02396
627	BDNF	Secreted	4804	NGFR	Membrane	Cytokine-cytokine receptor interaction	hsa04010:MAPK signaling pathway;hsa04014:Ras signaling pathway;hsa04151:PI3K-Akt signaling pathway	19908279	DLRP;IUPHAR	LR02397
627	BDNF	Secreted	4915	NTRK2	Membrane	Cytokine-cytokine receptor interaction	hsa04010:MAPK signaling pathway;hsa04014:Ras signaling pathway;hsa04151:PI3K-Akt signaling pathway;hsa04722:Neurotrophin signaling pathway	27908981;7644540;9312147	DLRP;HPMR	LR02398
627	BDNF	Secreted	6272	SORT1	Membrane	Cytokine-cytokine receptor interaction		15987945		LR02399
6327	SCN2B	Membrane	131450	CD200R1	Membrane	Cell adhesion		32822567		LR02400
25878	MXRA5	Secreted	6327	SCN2B	Membrane	Secreted protein to receptor interaction		32822567		LR02401
633	BGN	ECM	7097	TLR2	Membrane	ECM-receptor interaction		23350913;16025156		LR02402
633	BGN	ECM	7099	TLR4	Membrane	ECM-receptor interaction		23350913;16025156		LR02403
634	CEACAM1	Membrane	1048	CEACAM5	Membrane	Cell adhesion		11590190	CellphoneDB	LR02404
1088	CEACAM8	Membrane	634	CEACAM1	Membrane	Cell adhesion		24743304	CellphoneDB	LR02405
634	CEACAM1	Membrane	30835	CD209	Membrane	Cell adhesion		16282604	CellphoneDB	LR02406
4680	CEACAM6	Membrane	634	CEACAM1	Membrane	Cell adhesion		11590190	CellphoneDB	LR02407
5133	PDCD1	Membrane	634	CEACAM1	Membrane	Cell adhesion		32822567		LR02408
6401	SELE	Membrane	634	CEACAM1	Membrane	Cell adhesion		1378450	CellphoneDB	LR02409
9848	MFAP3L	Membrane	634	CEACAM1	Membrane	Cell adhesion		32822567		LR02410
6343	SCT	Secreted	6344	SCTR	Membrane	Cytokine-cytokine receptor interaction	hsa04080:Neuroactive ligand-receptor interaction;hsa04972:Pancreatic secretion;hsa04976:Bile secretion	8579602;9440501;7612008;7782300	HPMR;IUPHAR	LR02411
27151	CPAMD8	Membrane	6344	SCTR	Membrane	Cell adhesion		1335692		LR02412
7432	VIP	Secreted	6344	SCTR	Membrane	Secreted protein to receptor interaction		1646711	IUPHAR	LR02413
6347	CCL2	Secreted	51554	ACKR4	Membrane	Cytokine-cytokine receptor interaction		10734104		LR02415
6347	CCL2	Secreted	729230	CCR2	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction;hsa04061:Viral protein interaction with cytokine and cytokine receptor;hsa04062:Chemokine signaling pathway	12554737;9276730;15207250;9346309;10529171;10770925;28389721;9287323	DLRP;HPMR;IUPHAR;CellphoneDB	LR02416
6352	CCL5	Secreted	10936	GPR75	Membrane	Cytokine-cytokine receptor interaction		17001303	IUPHAR	LR02417
6352	CCL5	Secreted	51554	ACKR4	Membrane	Cytokine-cytokine receptor interaction		9469451		LR02418
6352	CCL5	Secreted	6382	SDC1	Membrane	Cytokine-cytokine receptor interaction		12270118;14637022;8573157		LR02419
6352	CCL5	Secreted	6385	SDC4	Membrane	Cytokine-cytokine receptor interaction		14637022		LR02420
6354	CCL7	Secreted	51554	ACKR4	Membrane	Cytokine-cytokine receptor interaction		10734104		LR02421
6354	CCL7	Secreted	729230	CCR2	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction;hsa04061:Viral protein interaction with cytokine and cytokine receptor;hsa04062:Chemokine signaling pathway	8530354;12554737;9346309;9276730	DLRP;HPMR;IUPHAR;CellphoneDB	LR02422
6355	CCL8	Secreted	51554	ACKR4	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction	26740381;10734104		LR02423
6355	CCL8	Secreted	729230	CCR2	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction;hsa04061:Viral protein interaction with cytokine and cytokine receptor;hsa04062:Chemokine signaling pathway	12149192;12554737;9115216	DLRP;IUPHAR;CellphoneDB	LR02424
6356	CCL11	Secreted	51554	ACKR4	Membrane	Cytokine-cytokine receptor interaction		10734104		LR02425
6356	CCL11	Secreted	729230	CCR2	Membrane	Cytokine-cytokine receptor interaction	hsa04062:Chemokine signaling pathway	12554737;11264152;15207250	IUPHAR	LR02426
6357	CCL13	Secreted	51554	ACKR4	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction	26740381;10734104		LR02427
6357	CCL13	Secreted	729230	CCR2	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction;hsa04061:Viral protein interaction with cytokine and cytokine receptor;hsa04062:Chemokine signaling pathway	12149192;12554737;9276730;9195948	DLRP;HPMR;IUPHAR;CellphoneDB	LR02428
636	BICD1	Membrane	2149	F2R	Membrane	Cell adhesion		20164183		LR02429
6360	CCL16	Secreted	59340	HRH4	Membrane	Cytokine-cytokine receptor interaction		15265943	IUPHAR	LR02430
6360	CCL16	Secreted	729230	CCR2	Membrane	Cytokine-cytokine receptor interaction	hsa04062:Chemokine signaling pathway	11470772	HPMR;IUPHAR;CellphoneDB	LR02431
6363	CCL19	Secreted	51554	ACKR4	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction	23341447;10706668	IUPHAR;CellphoneDB	LR02432
6363	CCL19	Secreted	9034	CCRL2	Membrane	Cytokine-cytokine receptor interaction		20002784	IUPHAR	LR02433
6364	CCL20	Secreted	51554	ACKR4	Membrane	Cytokine-cytokine receptor interaction		32480426		LR02434
6366	CCL21	Secreted	51554	ACKR4	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction	23341447;10706668	IUPHAR;CellphoneDB	LR02435
6369	CCL24	Secreted	729230	CCR2	Membrane	Cytokine-cytokine receptor interaction	hsa04062:Chemokine signaling pathway	15207250	IUPHAR	LR02436
6370	CCL25	Secreted	10803	CCR9	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction	11159507	DLRP;HPMR;IUPHAR;CellphoneDB	LR02437
6370	CCL25	Secreted	51554	ACKR4	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction	23341447;10706668	IUPHAR;CellphoneDB	LR02438
50509	COL5A3	ECM	6382	SDC1	Membrane	ECM-receptor interaction		1969657		LR02443
51129	ANGPTL4	Secreted	6382	SDC1	Membrane	Secreted protein to receptor interaction		29017031		LR02444
6585	SLIT1	Secreted	6382	SDC1	Membrane	Cytokine-cytokine receptor interaction		10433822	HPMR	LR02446
7057	THBS1	ECM	6382	SDC1	Membrane	ECM-receptor interaction	hsa04512:ECM-receptor interaction	1969657;11257118	HPMR	LR02447
7058	THBS2	ECM	6382	SDC1	Membrane	ECM-receptor interaction	hsa04512:ECM-receptor interaction	1969657		LR02448
7059	THBS3	ECM	6382	SDC1	Membrane	ECM-receptor interaction	hsa04512:ECM-receptor interaction	1969657		LR02449
7060	THBS4	ECM	6382	SDC1	Membrane	ECM-receptor interaction	hsa04512:ECM-receptor interaction	1969657		LR02450
90070	LACRT	Secreted	6382	SDC1	Membrane	Cytokine-cytokine receptor interaction		16982797		LR02453
9353	SLIT2	Secreted	6382	SDC1	Membrane	Cytokine-cytokine receptor interaction		15130495;10102268	HPMR	LR02454
51129	ANGPTL4	Secreted	6383	SDC2	Membrane	Secreted protein to receptor interaction		29017031		LR02455
7040	TGFB1	Secreted	6383	SDC2	Membrane	Cytokine-cytokine receptor interaction		14976204		LR02456
8741	TNFSF13	Membrane	6383	SDC2	Membrane	Cell adhesion		15846369		LR02457
51129	ANGPTL4	Secreted	6385	SDC4	Membrane	Secreted protein to receptor interaction		29017031		LR02461
7052	TGM2	Secreted	6385	SDC4	Membrane	Cytokine-cytokine receptor interaction		23499501		LR02463
6385	SDC4	Membrane	8038	ADAM12	Membrane	Cell adhesion		12509413	HPMR	LR02470
84870	RSPO3	Secreted	6385	SDC4	Membrane	Secreted protein to receptor interaction		21397842		LR02471
6387	CXCL12	Secreted	57007	ACKR3	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction	16107333;20956518;23396314	HPMR;IUPHAR	LR02472
6387	CXCL12	Secreted	7852	CXCR4	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction;hsa04061:Viral protein interaction with cytokine and cytokine receptor;hsa04062:Chemokine signaling pathway;hsa04350:TGF-beta signaling pathway;hsa05163:Human cytomegalovirus infection;hsa05200:Pathways in cancer	8752280;9712844;9551924;12714578;8752281;18448868;10233851	DLRP;HPMR;IUPHAR;CellphoneDB	LR02473
6404	SELPLG	Membrane	6401	SELE	Membrane	Cell adhesion		8621728;9128259;11402070;26124272	HPMR;CellphoneDB	LR02474
50512	PODXL2	Membrane	6402	SELL	Membrane	Cell adhesion		12889478	HPMR	LR02475
6404	SELPLG	Membrane	6402	SELL	Membrane	Cell adhesion		10725346;8896607;18250165;8892633	CellphoneDB	LR02476
100133941	CD24	Membrane	6403	SELP	Membrane	Cell adhesion		9129046	HPMR;CellphoneDB	LR02479
6404	SELPLG	Membrane	6403	SELP	Membrane	Cell adhesion	hsa04514:Cell adhesion molecules (CAMs)	10713099;19118202;9829984;9129046;9128259	HPMR;CellphoneDB	LR02480
6405	SEMA3F	Secreted	8829	NRP1	Membrane	Secreted protein to receptor interaction	hsa04350:TGF-beta signaling pathway	9883722;26633812		LR02481
84628	NTNG2	Membrane	64101	LRRC4	Membrane	Cell adhesion	hsa04350:TGF-beta signaling pathway;hsa04514:Cell adhesion molecules (CAMs)	25411505		LR02482
64111	NPVF	Secreted	64106	NPFFR1	Membrane	Secreted protein to receptor interaction		11024015;12242085;17337079;29106375;12421602	HPMR;IUPHAR	LR02483
64115	VSIR	Membrane	152404	IGSF11	Membrane	Cell adhesion	hsa04514:Cell adhesion molecules (CAMs)	32589946		LR02484
6422	SFRP1	Membrane	8323	FZD6	Membrane	Cell adhesion	hsa04310:Wnt signaling pathway	10347172		LR02485
10563	CXCL13	Secreted	643	CXCR5	Membrane	Cytokine-cytokine receptor interaction	hsa04060:Cytokine-cytokine receptor interaction	28389721;9486651;9463416	DLRP;HPMR;IUPHAR;CellphoneDB	LR02486
6441	SFTPD	Secreted	140885	SIRPA	Membrane	Secreted protein to receptor interaction		22511785		LR02487
6462	SHBG	Secreted	54020	SLC37A1	Membrane	Cytokine-cytokine receptor interaction		15862967		LR02489
6469	SHH	Membrane	50937	CDON	Membrane	Cell adhesion	hsa04340:Hedgehog signaling pathway	17086203	HPMR	LR02490
6469	SHH	Membrane	64399	HHIP	Membrane	Cell adhesion		10050855	HPMR	LR02491
6469	SHH	Membrane	6608	SMO	Membrane	Cell adhesion		16867986	HPMR	LR02492
6469	SHH	Membrane	8643	PTCH2	Membrane	Cell adhesion	hsa04340:Hedgehog signaling pathway	9811851		LR02493
6469	SHH	Membrane	91653	BOC	Membrane	Cell adhesion	hsa04340:Hedgehog signaling pathway;hsa04350:TGF-beta signaling pathway	30613383;17086203	HPMR	LR02494
650	BMP2	Secreted	148738	HJV	Membrane	Cytokine-cytokine receptor interaction		18287331		LR02495
650	BMP2	Secreted	2022	ENG	Membrane	Cytokine-cytokine receptor interaction		9872992		LR02496
650	BMP2	Secreted	26585	GREM1	Membrane	Cytokine-cytokine receptor interaction		29317497		LR02497
53942	CNTN5	Membrane	6504	SLAMF1	Membrane	Cell adhesion		32822567		LR02498
651	BMP3	Secreted	657	BMPR1A	Membrane	Cytokine-cytokine receptor interaction		26511181	DLRP	LR02499
651	BMP3	Secreted	658	BMPR1B	Membrane	Cytokine-cytokine receptor interaction		13678778	DLRP	LR02500
651	BMP3	Secreted	659	BMPR2	Membrane	Cytokine-cytokine receptor interaction		27252362	DLRP	LR02501
652	BMP4	Secreted	64388	GREM2	Membrane	Secreted protein to receptor interaction		24614542		LR02502
655	BMP7	Secreted	2022	ENG	Membrane	Secreted protein to receptor interaction		9872992		LR02503
