Ligand_id	Ligand_symbol	Ligand_location	Receptor_id	Receptor_symbol	Receptor.location	Type	KEGG.pathway	Pmubmed.ID	Other.DB	LRID
14563	Gdf5	Secreted	26564	Ror2	Membrane	Cytokine-cytokine receptor interaction		15569154	HPMR	LR05613
16432	Itm2b	Membrane	26564	Ror2	Membrane	Cell adhesion		15569154		LR05614
53867	Col5a3	ECM	18214	Ddr2	Membrane	ECM-receptor interaction		9659900		LR05615
67405	Nts	Secreted	18217	Ntsr2	Membrane	Secreted protein to receptor interaction	mmu04080:Neuroactive ligand-receptor interaction	11723247;9851594;11801734;16087676	IUPHAR;HPMR	LR05616
67405	Nts	Secreted	18216	Ntsr1	Membrane	Secreted protein to receptor interaction	mmu04080:Neuroactive ligand-receptor interaction	1331689;11723247;11559354;16087676;11811984;1694443;10930533	IUPHAR;HPMR	LR05617
67405	Nts	Secreted	20661	Sort1	Membrane	Secreted protein to receptor interaction		16087676;9756851		LR05618
330908	Opcml	Membrane	320840	Negr1	Membrane	Cell adhesion		32822567		LR05619
330908	Opcml	Membrane	330908	Opcml	Membrane	Cell adhesion		32822567		LR05620
83382	Siglece	Membrane	18383	Tnfrsf11b	Membrane	Cell adhesion		32822567		LR05621
21825	Thbs1	ECM	18383	Tnfrsf11b	Membrane	ECM-receptor interaction		15799029		LR05622
22370	Vtn	ECM	18383	Tnfrsf11b	Membrane	ECM-receptor interaction		15799029		LR05623
22371	Vwf	Secreted	18383	Tnfrsf11b	Membrane	Secreted protein to receptor interaction		15799029		LR05624
21943	Tnfsf11	Membrane	18383	Tnfrsf11b	Membrane	Cell adhesion	mmu04060:Cytokine-cytokine receptor interaction	9568710;12221720;9520411;11733492	DLRP;HPMR	LR05625
69583	Tnfsf13	Membrane	18383	Tnfrsf11b	Membrane	Cell adhesion		10706119		LR05626
22035	Tnfsf10	Secreted	18383	Tnfrsf11b	Membrane	Cytokine-cytokine receptor interaction		12221720;9520411	DLRP	LR05627
18610	Pdyn	Secreted	18386	Oprd1	Membrane	Secreted protein to receptor interaction	mmu04080:Neuroactive ligand-receptor interaction	9686407	IUPHAR	LR05628
18619	Penk	Secreted	18386	Oprd1	Membrane	Secreted protein to receptor interaction	mmu04080:Neuroactive ligand-receptor interaction	9686407	IUPHAR	LR05629
18976	Pomc	Secreted	18386	Oprd1	Membrane	Secreted protein to receptor interaction	mmu04080:Neuroactive ligand-receptor interaction	9686407;15464143	IUPHAR;HPMR	LR05630
18610	Pdyn	Secreted	18387	Oprk1	Membrane	Secreted protein to receptor interaction	mmu04080:Neuroactive ligand-receptor interaction	7624359;7869844;9686407;17503481;1967312;9262330;8170987	IUPHAR;HPMR	LR05631
18976	Pomc	Secreted	18387	Oprk1	Membrane	Secreted protein to receptor interaction	mmu04080:Neuroactive ligand-receptor interaction	9686407;7624359;8624732	IUPHAR;HPMR	LR05633
18155	Pnoc	Secreted	18389	Oprl1	Membrane	Cytokine-cytokine receptor interaction		7481766;12070757;8849681;10369464;22827708;10692489;11097863;12967935	IUPHAR;HPMR	LR05636
18610	Pdyn	Secreted	18390	Oprm1	Membrane	Secreted protein to receptor interaction	mmu04080:Neuroactive ligand-receptor interaction	9686407	IUPHAR	LR05638
18619	Penk	Secreted	18390	Oprm1	Membrane	Secreted protein to receptor interaction	mmu04080:Neuroactive ligand-receptor interaction	9686407	IUPHAR	LR05639
18976	Pomc	Secreted	18390	Oprm1	Membrane	Secreted protein to receptor interaction	mmu04080:Neuroactive ligand-receptor interaction;mmu04915:Estrogen signaling pathway	15464143	HPMR	LR05640
56434	Tspan3	Membrane	18417	Cldn11	Membrane	Cell adhesion		31112308		LR05641
232670	Tspan33	Membrane	18417	Cldn11	Membrane	Cell adhesion		31112308		LR05643
18429	Oxt	Secreted	18430	Oxtr	Membrane	Secreted protein to receptor interaction	mmu04080:Neuroactive ligand-receptor interaction;mmu04024:cAMP signaling pathway	10519430;8955347;7774575;16158071;1313946;12660315;10698266;7475979	IUPHAR;HPMR	LR05650
50929	Il22	Secreted	237310	Il22ra2	Membrane	Cytokine-cytokine receptor interaction	mmu04630:Jak-STAT signaling pathway	11390453	HPMR	LR05651
18488	Cntn3	Membrane	19270	Ptprg	Membrane	Cell adhesion		20133774		LR05652
13363	Dhh	Secreted	57810	Cdon	Membrane	Secreted protein to receptor interaction	mmu04340:Hedgehog signaling pathway	20519495		LR05653
13363	Dhh	Secreted	15245	Hhip	Membrane	Secreted protein to receptor interaction		11435703;10050855	HPMR	LR05654
13363	Dhh	Secreted	117606	Boc	Membrane	Secreted protein to receptor interaction	mmu04340:Hedgehog signaling pathway	20519495		LR05655
16456	Jam1	Membrane	16456	Jam1	Membrane	Cell adhesion	mmu04514:Cell adhesion molecules (CAMs);mmu04530:Tight junction	15065765		LR05656
93742	Pard3	Membrane	16456	Jam1	Membrane	Cell adhesion		17916321		LR05657
67374	Jam2	Membrane	16456	Jam1	Membrane	Cell adhesion	mmu04530:Tight junction;mmu04514:Cell adhesion molecules (CAMs)	15065765		LR05658
83964	Jam3	Membrane	16456	Jam1	Membrane	Cell adhesion	mmu04530:Tight junction;mmu04514:Cell adhesion molecules (CAMs)	15065765		LR05659
192198	Lrrc4	Membrane	56513	Pard6a	Membrane	Cell adhesion		25948265		LR05660
237979	Sdk2	Membrane	269799	Clec4a1	Membrane	Cell adhesion		32822567		LR05661
14419	Gal	Secreted	240239	Gpr151	Membrane	Cytokine-cytokine receptor interaction		15111018		LR05662
83430	Il23a	Secreted	243816	Gp6	Membrane	Cytokine-cytokine receptor interaction		32822567		LR05665
116701	Fgfrl1	Membrane	243816	Gp6	Membrane	Cell adhesion		32822567		LR05666
213262	Fstl5	Secreted	243816	Gp6	Membrane	Secreted protein to receptor interaction		32822567		LR05667
218877	Sema3g	Secreted	243816	Gp6	Membrane	Secreted protein to receptor interaction		32822567		LR05668
654470	Tctn1	Membrane	68642	Tmem216	Membrane	Cell adhesion		21725307		LR05671
60533	Cd274	Membrane	18566	Pdcd1	Membrane	Cell adhesion	mmu04514:Cell adhesion molecules (CAMs)	26681673;23954143;31757674	CellphoneDB	LR05672
58205	Pdcd1lg2	Membrane	18566	Pdcd1	Membrane	Cell adhesion	mmu04514:Cell adhesion molecules (CAMs)	31727844;23223433;23954143	CellphoneDB	LR05673
83433	Trem2	Membrane	27279	Tnfrsf12a	Membrane	Cell adhesion		32822567		LR05674
18590	Pdgfa	Secreted	18595	Pdgfra	Membrane	Secreted protein to receptor interaction	mmu01521:EGFR tyrosine kinase inhibitor resistance;mmu04010:MAPK signaling pathway;mmu04014:Ras signaling pathway;mmu04015:Rap1 signaling pathway;mmu04072:Phospholipase D signaling pathway;mmu04151:PI3K-Akt signaling pathway;mmu04510:Focal adhesion;mmu04630:Jak-STAT signaling pathway;mmu05200:Pathways in cancer;mmu05214:Glioma;mmu05215:Prostate cancer;mmu05218:Melanoma;mmu05231:Choline metabolism in cancer	15207812;28267575	DLRP;HPMR	LR05675
18590	Pdgfa	Secreted	18596	Pdgfrb	Membrane	Secreted protein to receptor interaction	mmu01521:EGFR tyrosine kinase inhibitor resistance;mmu04010:MAPK signaling pathway;mmu04014:Ras signaling pathway;mmu04015:Rap1 signaling pathway;mmu04072:Phospholipase D signaling pathway;mmu04151:PI3K-Akt signaling pathway;mmu04510:Focal adhesion;mmu04630:Jak-STAT signaling pathway;mmu05200:Pathways in cancer;mmu05214:Glioma;mmu05215:Prostate cancer;mmu05218:Melanoma;mmu05231:Choline metabolism in cancer	15207812		LR05676
18591	Pdgfb	Secreted	18595	Pdgfra	Membrane	Cytokine-cytokine receptor interaction	mmu01521:EGFR tyrosine kinase inhibitor resistance;mmu04010:MAPK signaling pathway;mmu04014:Ras signaling pathway;mmu04015:Rap1 signaling pathway;mmu04072:Phospholipase D signaling pathway;mmu04151:PI3K-Akt signaling pathway;mmu04510:Focal adhesion;mmu04630:Jak-STAT signaling pathway;mmu05200:Pathways in cancer;mmu05214:Glioma;mmu05215:Prostate cancer;mmu05218:Melanoma;mmu05231:Choline metabolism in cancer	15207812;28267575	DLRP;HPMR	LR05677
18591	Pdgfb	Secreted	18596	Pdgfrb	Membrane	Cytokine-cytokine receptor interaction	mmu01521:EGFR tyrosine kinase inhibitor resistance;mmu04010:MAPK signaling pathway;mmu04014:Ras signaling pathway;mmu04015:Rap1 signaling pathway;mmu04072:Phospholipase D signaling pathway;mmu04151:PI3K-Akt signaling pathway;mmu04510:Focal adhesion;mmu04630:Jak-STAT signaling pathway;mmu05200:Pathways in cancer;mmu05214:Glioma;mmu05215:Prostate cancer;mmu05218:Melanoma;mmu05231:Choline metabolism in cancer	15207812;28267575	DLRP;HPMR	LR05678
54635	Pdgfc	Secreted	18595	Pdgfra	Membrane	Secreted protein to receptor interaction	mmu01521:EGFR tyrosine kinase inhibitor resistance;mmu04010:MAPK signaling pathway;mmu04014:Ras signaling pathway;mmu04015:Rap1 signaling pathway;mmu04072:Phospholipase D signaling pathway;mmu04151:PI3K-Akt signaling pathway;mmu04510:Focal adhesion;mmu05215:Prostate cancer;mmu05218:Melanoma;mmu05231:Choline metabolism in cancer	15207812;28267575	HPMR	LR05679
101434	Ceacam15	Secreted	18595	Pdgfra	Membrane	Secreted protein to receptor interaction		32822567		LR05680
18186	Nrp1	Membrane	18595	Pdgfra	Membrane	Cell adhesion		25744030		LR05681
16923	Sh2b3	Membrane	18596	Pdgfrb	Membrane	Cell adhesion		21310211		LR05682
231887	Pdap1	Secreted	18596	Pdgfrb	Membrane	Cytokine-cytokine receptor interaction		11331882		LR05683
18596	Pdgfrb	Membrane	83382	Siglece	Membrane	Cell adhesion		32822567		LR05684
71785	Pdgfd	Secreted	18596	Pdgfrb	Membrane	Secreted protein to receptor interaction	mmu01521:EGFR tyrosine kinase inhibitor resistance;mmu04010:MAPK signaling pathway;mmu04014:Ras signaling pathway;mmu04015:Rap1 signaling pathway;mmu04072:Phospholipase D signaling pathway;mmu04151:PI3K-Akt signaling pathway;mmu04510:Focal adhesion;mmu05215:Prostate cancer;mmu05218:Melanoma;mmu05231:Choline metabolism in cancer	15207812;28267575	HPMR	LR05685
546511	Gm11555	ECM	18596	Pdgfrb	Membrane	ECM-receptor interaction		16189514		LR05686
18186	Nrp1	Membrane	18596	Pdgfrb	Membrane	Cell adhesion		25744030		LR05687
18596	Pdgfrb	Membrane	243958	Siglecg	Membrane	Cell adhesion		32822567		LR05688
18613	Pecam1	Membrane	18613	Pecam1	Membrane	Cell adhesion	mmu04514:Cell adhesion molecules (CAMs)	16357318		LR05689
68891	Cd177	Membrane	18613	Pecam1	Membrane	Cell adhesion		17580308	CellphoneDB	LR05690
18619	Penk	Secreted	72075	Ogfr	Membrane	Secreted protein to receptor interaction		16820893	HPMR	LR05691
18619	Penk	Secreted	404242	Mrgprx1	Membrane	Secreted protein to receptor interaction		15163697;11850634;23396314	IUPHAR	LR05692
18654	Pgf	Membrane	18187	Nrp2	Membrane	Cell adhesion		10748121		LR05693
18654	Pgf	Membrane	18186	Nrp1	Membrane	Cell adhesion		11986311	DLRP;HPMR	LR05694
94111	Mepe	ECM	18675	Phex	Membrane	ECM-receptor interaction		15664000		LR05695
64654	Fgf23	Secreted	18675	Phex	Membrane	Cytokine-cytokine receptor interaction		11409890		LR05696
18703	Pigr	Membrane	320563	Islr2	Membrane	Cell adhesion		32822567		LR05697
18703	Pigr	Membrane	243958	Siglecg	Membrane	Cell adhesion		32822567		LR05698
18708	Pik3r1	Membrane	13854	Epn1	Membrane	Cell adhesion		24113870		LR05699
18792	Plau	Secreted	18793	Plaur	Membrane	Cytokine-cytokine receptor interaction		3031025;16456079;11501527;3023326	HPMR	LR05700
18792	Plau	Secreted	19143	St14	Membrane	Cytokine-cytokine receptor interaction		10962009		LR05701
94217	Lrp1b	Secreted	18793	Plaur	Membrane	Secreted protein to receptor interaction		11384978;12194987		LR05702
67759	Plgrkt	Membrane	18793	Plaur	Membrane	Cell adhesion		19897580		LR05703
22370	Vtn	ECM	18793	Plaur	Membrane	ECM-receptor interaction		8830783		LR05704
18815	Plg	Secreted	67759	Plgrkt	Membrane	Cytokine-cytokine receptor interaction		19897580		LR05705
20360	Sema6c	Membrane	18844	Plxna1	Membrane	Cell adhesion		26633812		LR05708
18844	Plxna1	Membrane	83433	Trem2	Membrane	Cell adhesion		28432014		LR05709
20357	Sema5b	Membrane	18844	Plxna1	Membrane	Cell adhesion		27533782		LR05710
18844	Plxna1	Membrane	22177	Tyrobp	Membrane	Cell adhesion		16715077		LR05711
20356	Sema5a	Membrane	18844	Plxna1	Membrane	Cell adhesion		27533782;26633812		LR05712
20563	Slit2	Secreted	18844	Plxna1	Membrane	Cytokine-cytokine receptor interaction		29317497		LR05713
20359	Sema6b	Membrane	18845	Plxna2	Membrane	Cell adhesion		27533782;26633812		LR05714
20358	Sema6a	Membrane	18845	Plxna2	Membrane	Cell adhesion		27533782;18327254;26633812		LR05715
20356	Sema5a	Membrane	18845	Plxna2	Membrane	Cell adhesion		26633812		LR05716
115488166	Sema4d	Membrane	235611	Plxnb1	Membrane	Cell adhesion	mmu04360:Axon guidance	27533782;24043639;10520995;11937491;12198496;26633812	HPMR;CellphoneDB	LR05717
235611	Plxnb1	Membrane	140570	Plxnb2	Membrane	Cell adhesion		24043639		LR05718
20353	Sema4c	Membrane	235611	Plxnb1	Membrane	Cell adhesion	mmu04350:TGF-beta signaling pathway	26633812		LR05719
20351	Sema4a	Membrane	235611	Plxnb1	Membrane	Cell adhesion	mmu04350:TGF-beta signaling pathway	24043639;27533782;26633812		LR05720
115488166	Sema4d	Membrane	140571	Plxnb3	Membrane	Cell adhesion	mmu04360:Axon guidance	27533782;26633812		LR05721
20351	Sema4a	Membrane	140571	Plxnb3	Membrane	Cell adhesion	mmu04350:TGF-beta signaling pathway	27533782;26633812		LR05722
20356	Sema5a	Membrane	140571	Plxnb3	Membrane	Cell adhesion		15218527;27533782;26633812	HPMR	LR05723
110312	Pmch	Secreted	17289	Mertk	Membrane	Secreted protein to receptor interaction		30501104		LR05724
244682	Cntn5	Membrane	66784	Fam187a	Membrane	Cell adhesion		32822567		LR05725
244682	Cntn5	Membrane	75202	Spaca6	Membrane	Cell adhesion		32822567		LR05726
244682	Cntn5	Membrane	74626	Tmem81	Membrane	Cell adhesion		32822567		LR05727
213262	Fstl5	Secreted	244682	Cntn5	Membrane	Secreted protein to receptor interaction		32822567		LR05728
20343	Sell	Membrane	27205	Podxl	Membrane	Cell adhesion		9625756;22814396	CellphoneDB	LR05729
18976	Pomc	Secreted	77037	Mrap	Membrane	Secreted protein to receptor interaction	mmu04934:Cushing syndrome	19028547		LR05730
20357	Sema5b	Membrane	18846	Plxna3	Membrane	Cell adhesion		27533782		LR05731
245126	Tarm1	Membrane	74144	Robo4	Membrane	Cell adhesion		32822567		LR05732
260299	Cadm4	Membrane	237979	Sdk2	Membrane	Cell adhesion		32822567		LR05733
213262	Fstl5	Secreted	237979	Sdk2	Membrane	Secreted protein to receptor interaction		32822567		LR05734
192199	Rspo1	Secreted	207742	Rnf43	Membrane	Secreted protein to receptor interaction	mmu04310:Wnt signaling pathway	29405118;24349440		LR05735
239405	Rspo2	Secreted	207742	Rnf43	Membrane	Secreted protein to receptor interaction	mmu04310:Wnt signaling pathway	29405118;29769720		LR05736
228770	Rspo4	Secreted	207742	Rnf43	Membrane	Secreted protein to receptor interaction	mmu04310:Wnt signaling pathway	29405118		LR05737
72780	Rspo3	Secreted	207742	Rnf43	Membrane	Secreted protein to receptor interaction	mmu04310:Wnt signaling pathway	29405118;29769720		LR05738
654470	Tctn1	Membrane	380718	Mks1	Membrane	Cell adhesion		21725307		LR05739
11998	Avp	Secreted	54140	Avpr1a	Membrane	Secreted protein to receptor interaction	mmu04080:Neuroactive ligand-receptor interaction;mmu04072:Phospholipase D signaling pathway;mmu04270:Vascular smooth muscle contraction	15084136;9884074;10519430;9322919;1560825;9264324;9334232;9864265;8106369;10866830;9459574;12446593;10780976	IUPHAR;HPMR	LR05740
11998	Avp	Secreted	26361	Avpr1b	Membrane	Secreted protein to receptor interaction	mmu04080:Neuroactive ligand-receptor interaction;mmu04072:Phospholipase D signaling pathway;mmu04270:Vascular smooth muscle contraction	15084136;9884074;10519430;9264324;16158071;9864265;7929452;9322919;9459574;12446593;10780976	IUPHAR;HPMR	LR05741
11998	Avp	Secreted	12000	Avpr2	Membrane	Secreted protein to receptor interaction	mmu04080:Neuroactive ligand-receptor interaction;mmu04072:Phospholipase D signaling pathway;mmu04962:Vasopressin-regulated water reabsorption	15084136;9884074;10519430;11857925;11012895;9264324;7774575;9864265;9322919;9459574;12446593;10780976	IUPHAR;HPMR	LR05742
18429	Oxt	Secreted	54140	Avpr1a	Membrane	Secreted protein to receptor interaction		9884074;10519430;9264324;9334232;8106369;12660315;9322919;9459574	IUPHAR	LR05743
72930	Ppp2r2b	Membrane	21813	Tgfbr2	Membrane	Cell adhesion		24319055		LR05744
192199	Rspo1	Secreted	107515	Lgr4	Membrane	Secreted protein to receptor interaction	mmu04310:Wnt signaling pathway	24349440;21693646	IUPHAR;HPMR	LR05745
239405	Rspo2	Secreted	107515	Lgr4	Membrane	Secreted protein to receptor interaction	mmu04310:Wnt signaling pathway	29769720;21693646	IUPHAR;HPMR	LR05746
228770	Rspo4	Secreted	107515	Lgr4	Membrane	Secreted protein to receptor interaction	mmu04310:Wnt signaling pathway	21693646	IUPHAR;HPMR	LR05747
72780	Rspo3	Secreted	107515	Lgr4	Membrane	Secreted protein to receptor interaction	mmu04310:Wnt signaling pathway	29405118;29769720	IUPHAR;HPMR	LR05748
19064	Ppy	Secreted	19065	Npy4r	Membrane	Secreted protein to receptor interaction	mmu04080:Neuroactive ligand-receptor interaction	7493937;7592911;16807358;8643460	IUPHAR;HPMR	LR05750
56745	C1qtnf1	Membrane	12000	Avpr2	Membrane	Cell adhesion		12409230		LR05751
217212	Pyy	Secreted	19065	Npy4r	Membrane	Cytokine-cytokine receptor interaction	mmu04080:Neuroactive ligand-receptor interaction	7493937;7592911	IUPHAR;HPMR	LR05752
57277	Slurp1	Secreted	231252	Chrna9	Membrane	Cytokine-cytokine receptor interaction	mmu04080:Neuroactive ligand-receptor interaction	29192197		LR05753
26362	Axl	Membrane	13649	Egfr	Membrane	Cell adhesion		23045285		LR05754
14456	Gas6	Secreted	26362	Axl	Membrane	Secreted protein to receptor interaction	mmu01521:EGFR tyrosine kinase inhibitor resistance	8939948;16362042;27801848;7854420;8621659	IUPHAR;HPMR	LR05755
26362	Axl	Membrane	16194	Il6ra	Membrane	Cell adhesion		32822567		LR05756
19128	Pros1	Secreted	26362	Axl	Membrane	Secreted protein to receptor interaction		29531161	IUPHAR;HPMR	LR05757
101434	Ceacam15	Secreted	26362	Axl	Membrane	Secreted protein to receptor interaction		32822567		LR05758
26362	Axl	Membrane	19268	Ptprf	Membrane	Cell adhesion		32822567		LR05759
26362	Axl	Membrane	11491	Adam17	Membrane	Cell adhesion		31917795;27237127		LR05760
26362	Axl	Membrane	17082	Il1rl1	Membrane	Cell adhesion		32822567		LR05761
192198	Lrrc4	Membrane	18762	Prkcz	Membrane	Cell adhesion		25948265		LR05762
19109	Prl	Secreted	19116	Prlr	Membrane	Secreted protein to receptor interaction	mmu04060:Cytokine-cytokine receptor interaction;mmu04080:Neuroactive ligand-receptor interaction;mmu04151:PI3K-Akt signaling pathway;mmu04630:Jak-STAT signaling pathway;mmu04917:Prolactin signaling pathway	10966654;7984244;9626554;11356126;2558309;9175708;18253483	IUPHAR;HPMR	LR05763
19116	Prlr	Membrane	19116	Prlr	Membrane	Cell adhesion		27003442		LR05764
19197	Pspn	Secreted	19713	Ret	Membrane	Cytokine-cytokine receptor interaction		11116144	HPMR	LR05765
19197	Pspn	Secreted	14588	Gfra4	Membrane	Cytokine-cytokine receptor interaction		11544105;11116144	HPMR	LR05766
19128	Pros1	Secreted	22174	Tyro3	Membrane	Secreted protein to receptor interaction		30501104;7867073;8641360	IUPHAR;HPMR	LR05767
93742	Pard3	Membrane	67374	Jam2	Membrane	Cell adhesion		17916321		LR05768
192198	Lrrc4	Membrane	93742	Pard3	Membrane	Cell adhesion		25948265		LR05769
93742	Pard3	Membrane	83964	Jam3	Membrane	Cell adhesion		17916321		LR05770
19699	Reln	ECM	22359	Vldlr	Membrane	ECM-receptor interaction		10571241;10571240	HPMR	LR05773
19699	Reln	ECM	16975	Lrp8	Membrane	ECM-receptor interaction		12670700;12899622;12167620;10571240	HPMR	LR05774
19156	Psap	Secreted	171469	Gpr37l1	Membrane	Secreted protein to receptor interaction		23690594	IUPHAR;HPMR	LR05775
19156	Psap	Secreted	12614	Celsr1	Membrane	Secreted protein to receptor interaction		16169070		LR05776
19164	Psen1	Secreted	59287	Ncstn	Membrane	Cytokine-cytokine receptor interaction		10993067;12603837	HPMR	LR05777
101434	Ceacam15	Secreted	27279	Tnfrsf12a	Membrane	Secreted protein to receptor interaction		32822567		LR05778
101434	Ceacam15	Secreted	269799	Clec4a1	Membrane	Secreted protein to receptor interaction		32822567		LR05779
213262	Fstl5	Secreted	319930	Ceacam19	Membrane	Secreted protein to receptor interaction		32822567		LR05780
433292	Nms	Secreted	216749	Nmur2	Membrane	Secreted protein to receptor interaction		15635449;29288685	IUPHAR;HPMR	LR05781
57277	Slurp1	Secreted	504186	Chrna10	Membrane	Cytokine-cytokine receptor interaction	mmu04080:Neuroactive ligand-receptor interaction	29192197		LR05783
546511	Gm11555	ECM	235527	Plscr4	Membrane	ECM-receptor interaction		16189514		LR05784
13363	Dhh	Secreted	19206	Ptch1	Membrane	Secreted protein to receptor interaction	mmu04340:Hedgehog signaling pathway	9811851		LR05785
20423	Shh	Membrane	19206	Ptch1	Membrane	Cell adhesion	mmu04340:Hedgehog signaling pathway;mmu04350:TGF-beta signaling pathway;mmu05200:Pathways in cancer;mmu05205:Proteoglycans in cancer	9811851;21339334;30613383;16867986	HPMR	LR05786
19226	Pth	Secreted	19228	Pth1r	Membrane	Secreted protein to receptor interaction	mmu04080:Neuroactive ligand-receptor interaction;mmu04928:Parathyroid hormone synthesis and secretion and action;mmu04961:Endocrine and other factor-regulated calcium reabsorption	12947048;9108031	HPMR	LR05787
19226	Pth	Secreted	213527	Pth2r	Membrane	Secreted protein to receptor interaction	mmu04080:Neuroactive ligand-receptor interaction	7797535;9482662	HPMR	LR05788
19227	Pthlh	Secreted	19228	Pth1r	Membrane	Secreted protein to receptor interaction	mmu04928:Parathyroid hormone synthesis and secretion and action	2558877;29577935;8702701;9108031	IUPHAR;HPMR	LR05789
19227	Pthlh	Secreted	213527	Pth2r	Membrane	Secreted protein to receptor interaction		8702701	IUPHAR	LR05790
114640	Pth2	Secreted	19228	Pth1r	Membrane	Cytokine-cytokine receptor interaction	mmu04080:Neuroactive ligand-receptor interaction	10854439;11159842	IUPHAR	LR05791
114640	Pth2	Secreted	213527	Pth2r	Membrane	Cytokine-cytokine receptor interaction	mmu04080:Neuroactive ligand-receptor interaction	10854439;11602681;11861531	IUPHAR;HPMR	LR05792
654470	Tctn1	Membrane	231214	Cc2d2a	Membrane	Cell adhesion		21725307		LR05793
20358	Sema6a	Membrane	243743	Plxna4	Membrane	Cell adhesion		27533782;20606624;26633812		LR05794
19231	Ptma	Secreted	22354	Vipr1	Membrane	Cytokine-cytokine receptor interaction		8886855		LR05795
235472	Prtg	Membrane	320563	Islr2	Membrane	Cell adhesion		32822567		LR05796
16979	Lrrn1	Membrane	241568	Lrrc4c	Membrane	Cell adhesion		32822567		LR05797
16979	Lrrn1	Membrane	107448	Unc5a	Membrane	Cell adhesion		32822567		LR05798
19242	Ptn	Secreted	140570	Plxnb2	Membrane	Secreted protein to receptor interaction		16169070		LR05799
19242	Ptn	Secreted	19280	Ptprs	Membrane	Secreted protein to receptor interaction		16169070		LR05801
19242	Ptn	Secreted	19283	Ptprz1	Membrane	Secreted protein to receptor interaction		25620911;16814777;10706604;28356350	DLRP;HPMR;CellphoneDB	LR05802
19242	Ptn	Secreted	20969	Sdc1	Membrane	Secreted protein to receptor interaction		25620911;7592855;28356350		LR05803
19242	Ptn	Secreted	15529	Sdc2	Membrane	Secreted protein to receptor interaction		25620911;28356350		LR05804
19242	Ptn	Secreted	20971	Sdc4	Membrane	Secreted protein to receptor interaction		25620911;28356350		LR05805
19242	Ptn	Secreted	20970	Sdc3	Membrane	Secreted protein to receptor interaction		11461706;25620911;28356350;8175719		LR05806
620235	Siglec15	Membrane	241568	Lrrc4c	Membrane	Cell adhesion		32822567		LR05807
278507	Wfikkn2	Secreted	56741	Igdcc4	Membrane	Secreted protein to receptor interaction		32822567		LR05808
15170	Ptpn6	Secreted	246746	Cd300lf	Membrane	Secreted protein to receptor interaction		15549731		LR05809
54725	Cadm1	Membrane	19249	Ptpn13	Membrane	Cell adhesion		19561085		LR05810
260299	Cadm4	Membrane	94332	Cadm3	Membrane	Cell adhesion		31451613		LR05811
20612	Siglec1	Membrane	19264	Ptprc	Membrane	Cell adhesion		10575006		LR05813
19266	Ptprd	Membrane	331461	Il1rapl1	Membrane	Cell adhesion		32822567		LR05814
19266	Ptprd	Membrane	238205	Lrfn5	Membrane	Cell adhesion		32822567		LR05815
19266	Ptprd	Membrane	60367	Il1rapl2	Membrane	Cell adhesion		32822567		LR05816
19266	Ptprd	Membrane	80749	Lrfn1	Membrane	Cell adhesion		32822567		LR05817
19266	Ptprd	Membrane	225875	Lrfn4	Membrane	Cell adhesion		32822567		LR05818
19268	Ptprf	Membrane	381484	Gm5150	Membrane	Cell adhesion		32822567		LR05819
19268	Ptprf	Membrane	238205	Lrfn5	Membrane	Cell adhesion		32822567		LR05820
19268	Ptprf	Membrane	80749	Lrfn1	Membrane	Cell adhesion		32822567		LR05821
19268	Ptprf	Membrane	225875	Lrfn4	Membrane	Cell adhesion		32822567		LR05822
269784	Cntn4	Secreted	19270	Ptprg	Membrane	Secreted protein to receptor interaction		20133774		LR05824
53870	Cntn6	Secreted	19270	Ptprg	Membrane	Secreted protein to receptor interaction		20133774		LR05825
244682	Cntn5	Membrane	19270	Ptprg	Membrane	Cell adhesion		20133774		LR05826
114873	Dscaml1	Membrane	19272	Ptprk	Membrane	Cell adhesion		32822567		LR05827
114873	Dscaml1	Membrane	19274	Ptprm	Membrane	Cell adhesion		32822567		LR05828
19274	Ptprm	Membrane	19274	Ptprm	Membrane	Cell adhesion	mmu04514:Cell adhesion molecules (CAMs)	9531566		LR05829
19280	Ptprs	Membrane	331461	Il1rapl1	Membrane	Cell adhesion		32822567		LR05830
19280	Ptprs	Membrane	238205	Lrfn5	Membrane	Cell adhesion		32822567		LR05831
19280	Ptprs	Membrane	60367	Il1rapl2	Membrane	Cell adhesion		32822567		LR05832
19280	Ptprs	Membrane	80749	Lrfn1	Membrane	Cell adhesion		32822567		LR05833
19280	Ptprs	Membrane	225875	Lrfn4	Membrane	Cell adhesion		32822567		LR05834
84544	Cd96	Membrane	52118	Pvr	Membrane	Cell adhesion		24658051;15034010;30759143		LR05835
225825	Cd226	Membrane	52118	Pvr	Membrane	Cell adhesion	mmu04514:Cell adhesion molecules (CAMs)	24440149;30759143;24658051;15039383	CellphoneDB	LR05836
100043314	Tigit	Membrane	52118	Pvr	Membrane	Cell adhesion	mmu04514:Cell adhesion molecules (CAMs)	24987108;19815499	CellphoneDB	LR05837
58998	Nectin3	Membrane	52118	Pvr	Membrane	Cell adhesion		23027581;11544254	CellphoneDB	LR05838
19294	Nectin2	Membrane	52118	Pvr	Membrane	Cell adhesion		30759143		LR05839
22370	Vtn	ECM	52118	Pvr	Membrane	ECM-receptor interaction		11437656		LR05840
58235	Nectin1	Membrane	84544	Cd96	Membrane	Cell adhesion		17971293;23027581;30759143	CellphoneDB	LR05841
