Ligand_symbol,Receptor_symbol,interaction_name,interaction_name_2
EREG,ERBB3,EREG_ERBB3,EREG - ERBB3
EREG,ERBB4,EREG_ERBB4,EREG - ERBB4
EREG,EGFR,EREG_EGFR,EREG - EGFR
EREG,ERBB2,EREG_ERBB2,EREG - ERBB2
EFNB2,EPHB3,EFNB2_EPHB3,EFNB2 - EPHB3
EFNB2,EPHB1,EFNB2_EPHB1,EFNB2 - EPHB1
EFNB2,EPHB2,EFNB2_EPHB2,EFNB2 - EPHB2
EFNB2,EPHA4,EFNB2_EPHA4,EFNB2 - EPHA4
EFNB2,EPHA6,EFNB2_EPHA6,EFNB2 - EPHA6
EFNB2,EPHA3,EFNB2_EPHA3,EFNB2 - EPHA3
EFNB2,EPHB6,EFNB2_EPHB6,EFNB2 - EPHB6
EFNB2,EPHB4,EFNB2_EPHB4,EFNB2 - EPHB4
EFNB2,PECAM1,EFNB2_PECAM1,EFNB2 - PECAM1
EFNB2,RHBDL2,EFNB2_RHBDL2,EFNB2 - RHBDL2
EFNB2,GRM5,EFNB2_GRM5,EFNB2 - GRM5
EFNB2,GRM1,EFNB2_GRM1,EFNB2 - GRM1
BMP4,BMPR2,BMP4_BMPR2,BMP4 - BMPR2
BMP4,BMPR1A,BMP4_BMPR1A,BMP4 - BMPR1A
BMP4,HJV,BMP4_HJV,BMP4 - HJV
BMP4,BMPR1B,BMP4_BMPR1B,BMP4 - BMPR1B
BMP4,LRP6,BMP4_LRP6,BMP4 - LRP6
PSPN,GFRA3,PSPN_GFRA3,PSPN - GFRA3
PSPN,RET,PSPN_RET,PSPN - RET
PSPN,SDC3,PSPN_SDC3,PSPN - SDC3
PSPN,GFRA2,PSPN_GFRA2,PSPN - GFRA2
PSPN,GFRA4,PSPN_GFRA4,PSPN - GFRA4
PSPN,GFRA1,PSPN_GFRA1,PSPN - GFRA1
TNFSF9,TNFRSF9,TNFSF9_TNFRSF9,TNFSF9 - TNFRSF9
TNFSF9,TRAF2,TNFSF9_TRAF2,TNFSF9 - TRAF2
TNFSF9,PVR,TNFSF9_PVR,TNFSF9 - PVR
CD70,TNFRSF13B,CD70_TNFRSF13B,CD70 - TNFRSF13B
CD70,CD27,CD70_CD27,CD70 - CD27
CD70,TNFRSF17,CD70_TNFRSF17,CD70 - TNFRSF17
C3,CD19,C3_CD19,C3 - CD19
C3,CD46,C3_CD46,C3 - CD46
C3,CR2,C3_CR2,C3 - CR2
C3,ITGAX,C3_ITGAX,C3 - ITGAX
C3,IFITM1,C3_IFITM1,C3 - IFITM1
C3,CR1,C3_CR1,C3 - CR1
C3,C3AR1,C3_C3AR1,C3 - C3AR1
C3,CD81,C3_CD81,C3 - CD81
C3,ITGAM,C3_ITGAM,C3 - ITGAM
C3,C5AR2,C3_C5AR2,C3 - C5AR2
C3,LRP1,C3_LRP1,C3 - LRP1
C3,GRM7,C3_GRM7,C3 - GRM7
C3,MTNR1A,C3_MTNR1A,C3 - MTNR1A
C3,ADRA2A,C3_ADRA2A,C3 - ADRA2A
C3,ITGB2,C3_ITGB2,C3 - ITGB2
VASP,CXCR2,VASP_CXCR2,VASP - CXCR2
SLURP1,CHRNA7,SLURP1_CHRNA7,SLURP1 - CHRNA7
GDF1,ACVR2B,GDF1_ACVR2B,GDF1 - ACVR2B
GDF1,ACVR1B,GDF1_ACVR1B,GDF1 - ACVR1B
GDF1,SMAD3,GDF1_SMAD3,GDF1 - SMAD3
GDF1,ACVR2A,GDF1_ACVR2A,GDF1 - ACVR2A
OMG,NGFR,OMG_NGFR,OMG - NGFR
OMG,RTN4R,OMG_RTN4R,OMG - RTN4R
OMG,RTN4RL1,OMG_RTN4RL1,OMG - RTN4RL1
OMG,LINGO1,OMG_LINGO1,OMG - LINGO1
LIF,LIFR,LIF_LIFR,LIF - LIFR
LIF,IL6ST,LIF_IL6ST,LIF - IL6ST
DLL4,NOTCH3,DLL4_NOTCH3,DLL4 - NOTCH3
DLL4,NOTCH2,DLL4_NOTCH2,DLL4 - NOTCH2
DLL4,NOTCH4,DLL4_NOTCH4,DLL4 - NOTCH4
DLL4,NOTCH1,DLL4_NOTCH1,DLL4 - NOTCH1
TPH1,HTR7,TPH1_HTR7,TPH1 - HTR7
TPH1,HTR1A,TPH1_HTR1A,TPH1 - HTR1A
TPH1,HTR1F,TPH1_HTR1F,TPH1 - HTR1F
TPH1,HTR1D,TPH1_HTR1D,TPH1 - HTR1D
TPH1,HTR2C,TPH1_HTR2C,TPH1 - HTR2C
TPH1,HTR1B,TPH1_HTR1B,TPH1 - HTR1B
TPH1,HTR2B,TPH1_HTR2B,TPH1 - HTR2B
TPH1,HTR5A,TPH1_HTR5A,TPH1 - HTR5A
TPH1,HTR1E,TPH1_HTR1E,TPH1 - HTR1E
TPH1,HTR4,TPH1_HTR4,TPH1 - HTR4
TPH1,HTR6,TPH1_HTR6,TPH1 - HTR6
TPH1,HTR2A,TPH1_HTR2A,TPH1 - HTR2A
AANAT,MTNR1B,AANAT_MTNR1B,AANAT - MTNR1B
AANAT,MTNR1A,AANAT_MTNR1A,AANAT - MTNR1A
LMAN1,MCFD2,LMAN1_MCFD2,LMAN1 - MCFD2
APOE,CHRNA4,APOE_CHRNA4,APOE - CHRNA4
APOE,TREM2,APOE_TREM2,APOE - TREM2
APOE,SORL1,APOE_SORL1,APOE - SORL1
APOE,SCARB1,APOE_SCARB1,APOE - SCARB1
APOE,LRP4,APOE_LRP4,APOE - LRP4
APOE,LDLR,APOE_LDLR,APOE - LDLR
APOE,VLDLR,APOE_VLDLR,APOE - VLDLR
APOE,LSR,APOE_LSR,APOE - LSR
APOE,LRP8,APOE_LRP8,APOE - LRP8
APOE,ABCA1,APOE_ABCA1,APOE - ABCA1
APOE,LRP6,APOE_LRP6,APOE - LRP6
APOE,LRP5,APOE_LRP5,APOE - LRP5
APOE,SDC2,APOE_SDC2,APOE - SDC2
APOE,LRP2,APOE_LRP2,APOE - LRP2
APOE,LRP1,APOE_LRP1,APOE - LRP1
APOC2,LDLR,APOC2_LDLR,APOC2 - LDLR
NCAN,CDH2,NCAN_CDH2,NCAN - CDH2
NCAN,SDC3,NCAN_SDC3,NCAN - SDC3
BST2,LILRA4,BST2_LILRA4,BST2 - LILRA4
BMP15,BMPR1A,BMP15_BMPR1A,BMP15 - BMPR1A
BMP15,BMPR1B,BMP15_BMPR1B,BMP15 - BMPR1B
BMP15,BMPR2,BMP15_BMPR2,BMP15 - BMPR2
BMP15,ACVR2A,BMP15_ACVR2A,BMP15 - ACVR2A
EPO,EPOR,EPO_EPOR,EPO - EPOR
EPO,EPHB4,EPO_EPHB4,EPO - EPHB4
GDF15,GFRAL,GDF15_GFRAL,GDF15 - GFRAL
GDF15,RET,GDF15_RET,GDF15 - RET
LAMA5,BCAM,LAMA5_BCAM,LAMA5 - BCAM
LAMA5,ITGA2,LAMA5_ITGA2,LAMA5 - ITGA2
LAMA5,SDC1,LAMA5_SDC1,LAMA5 - SDC1
LAMA5,ITGA6,LAMA5_ITGA6,LAMA5 - ITGA6
LAMA5,ITGB1,LAMA5_ITGB1,LAMA5 - ITGB1
LAMA5,ITGB4,LAMA5_ITGB4,LAMA5 - ITGB4
LAMA5,ITGA3,LAMA5_ITGA3,LAMA5 - ITGA3
F12,CD93,F12_CD93,F12 - CD93
F12,GP1BA,F12_GP1BA,F12 - GP1BA
JAG1,CD46,JAG1_CD46,JAG1 - CD46
JAG1,NOTCH1,JAG1_NOTCH1,JAG1 - NOTCH1
JAG1,NOTCH4,JAG1_NOTCH4,JAG1 - NOTCH4
JAG1,NOTCH2,JAG1_NOTCH2,JAG1 - NOTCH2
JAG1,NOTCH3,JAG1_NOTCH3,JAG1 - NOTCH3
CRP,CR1,CRP_CR1,CRP - CR1
CRP,OLR1,CRP_OLR1,CRP - OLR1
NTS,NTSR1,NTS_NTSR1,NTS - NTSR1
NTS,NTSR2,NTS_NTSR2,NTS - NTSR2
NTS,SORT1,NTS_SORT1,NTS - SORT1
NTS,NGFR,NTS_NGFR,NTS - NGFR
TSHB,RAMP3,TSHB_RAMP3,TSHB - RAMP3
TSHB,GPR20,TSHB_GPR20,TSHB - GPR20
TSHB,RAMP2,TSHB_RAMP2,TSHB - RAMP2
TSHB,VIPR1,TSHB_VIPR1,TSHB - VIPR1
TSHB,PTH1R,TSHB_PTH1R,TSHB - PTH1R
TSHB,ADCYAP1R1,TSHB_ADCYAP1R1,TSHB - ADCYAP1R1
TSHB,GPR84,TSHB_GPR84,TSHB - GPR84
TSHB,TSHR,TSHB_TSHR,TSHB - TSHR
TSHB,ADRB3,TSHB_ADRB3,TSHB - ADRB3
TSHB,ADRB2,TSHB_ADRB2,TSHB - ADRB2
FST,BMPR2,FST_BMPR2,FST - BMPR2
FST,BMPR1B,FST_BMPR1B,FST - BMPR1B
FST,HJV,FST_HJV,FST - HJV
GRP,GRPR,GRP_GRPR,GRP - GRPR
GRP,BRS3,GRP_BRS3,GRP - BRS3
GRP,NMBR,GRP_NMBR,GRP - NMBR
SPX,GALR2,SPX_GALR2,SPX - GALR2
DSC1,DSG2,DSC1_DSG2,DSC1 - DSG2
DSC1,DSG3,DSC1_DSG3,DSC1 - DSG3
DSC1,DSG1,DSC1_DSG1,DSC1 - DSG1
SEMA6A,PLXNA4,SEMA6A_PLXNA4,SEMA6A - PLXNA4
SEMA6A,PLXNA2,SEMA6A_PLXNA2,SEMA6A - PLXNA2
LACRT,SDC1,LACRT_SDC1,LACRT - SDC1
GDF11,BMPR1A,GDF11_BMPR1A,GDF11 - BMPR1A
GDF11,BMPR1B,GDF11_BMPR1B,GDF11 - BMPR1B
GDF11,BMPR2,GDF11_BMPR2,GDF11 - BMPR2
GDF11,ACVR1B,GDF11_ACVR1B,GDF11 - ACVR1B
GDF11,ACVR2B,GDF11_ACVR2B,GDF11 - ACVR2B
GDF11,ACVR2A,GDF11_ACVR2A,GDF11 - ACVR2A
LAMC1,ITGB4,LAMC1_ITGB4,LAMC1 - ITGB4
LAMC1,ITGA3,LAMC1_ITGA3,LAMC1 - ITGA3
LAMC1,ITGA6,LAMC1_ITGA6,LAMC1 - ITGA6
LAMC1,ITGA7,LAMC1_ITGA7,LAMC1 - ITGA7
LAMC1,ITGA1,LAMC1_ITGA1,LAMC1 - ITGA1
LAMC1,ITGA2,LAMC1_ITGA2,LAMC1 - ITGA2
LAMC1,ITGAV,LAMC1_ITGAV,LAMC1 - ITGAV
LAMC1,ITGB1,LAMC1_ITGB1,LAMC1 - ITGB1
IL36G,IL36RN,IL36G_IL36RN,IL36G - IL36RN
IL36G,IL1RL2,IL36G_IL1RL2,IL36G - IL1RL2
IL1RN,IL1RL2,IL1RN_IL1RL2,IL1RN - IL1RL2
IL1RN,IL1R1,IL1RN_IL1R1,IL1RN - IL1R1
IL1RN,IL1R2,IL1RN_IL1R2,IL1RN - IL1R2
IL36A,IL1RL2,IL36A_IL1RL2,IL36A - IL1RL2
IL36A,IL36RN,IL36A_IL36RN,IL36A - IL36RN
IL36B,IL36RN,IL36B_IL36RN,IL36B - IL36RN
IL36B,IL1RL2,IL36B_IL1RL2,IL36B - IL1RL2
CFC1,ACVR1B,CFC1_ACVR1B,CFC1 - ACVR1B
CFC1,SMAD3,CFC1_SMAD3,CFC1 - SMAD3
CFC1,ACVR2A,CFC1_ACVR2A,CFC1 - ACVR2A
ORM1,CCR5,ORM1_CCR5,ORM1 - CCR5
CCN3,NOTCH1,CCN3_NOTCH1,CCN3 - NOTCH1
CCN3,PLXNA1,CCN3_PLXNA1,CCN3 - PLXNA1
CCL21,ADRA2A,CCL21_ADRA2A,CCL21 - ADRA2A
CCL21,MTNR1A,CCL21_MTNR1A,CCL21 - MTNR1A
CCL21,GRM7,CCL21_GRM7,CCL21 - GRM7
CCL21,CXCR3,CCL21_CXCR3,CCL21 - CXCR3
CCL21,ACKR4,CCL21_ACKR4,CCL21 - ACKR4
CCL21,ACKR2,CCL21_ACKR2,CCL21 - ACKR2
CCL21,CCR7,CCL21_CCR7,CCL21 - CCR7
CCL27,ACKR2,CCL27_ACKR2,CCL27 - ACKR2
CCL27,CCR10,CCL27_CCR10,CCL27 - CCR10
CCL27,GRM7,CCL27_GRM7,CCL27 - GRM7
CCL27,MTNR1A,CCL27_MTNR1A,CCL27 - MTNR1A
CCL27,ADRA2A,CCL27_ADRA2A,CCL27 - ADRA2A
TGS1,RXRA,TGS1_RXRA,TGS1 - RXRA
MMP7,CD151,MMP7_CD151,MMP7 - CD151
MMP7,SDC1,MMP7_SDC1,MMP7 - SDC1
MMP7,ERBB4,MMP7_ERBB4,MMP7 - ERBB4
MMP7,CD44,MMP7_CD44,MMP7 - CD44
THBS1,ITGA4,THBS1_ITGA4,THBS1 - ITGA4
THBS1,ITGB1,THBS1_ITGB1,THBS1 - ITGB1
THBS1,LRP1,THBS1_LRP1,THBS1 - LRP1
THBS1,SDC1,THBS1_SDC1,THBS1 - SDC1
THBS1,ITGA6,THBS1_ITGA6,THBS1 - ITGA6
THBS1,LRP5,THBS1_LRP5,THBS1 - LRP5
THBS1,ITGB3,THBS1_ITGB3,THBS1 - ITGB3
THBS1,CD36,THBS1_CD36,THBS1 - CD36
THBS1,SCARB1,THBS1_SCARB1,THBS1 - SCARB1
THBS1,SDC4,THBS1_SDC4,THBS1 - SDC4
THBS1,ITGA2B,THBS1_ITGA2B,THBS1 - ITGA2B
THBS1,TNFRSF11B,THBS1_TNFRSF11B,THBS1 - TNFRSF11B
THBS1,CD47,THBS1_CD47,THBS1 - CD47
THBS1,ITGA3,THBS1_ITGA3,THBS1 - ITGA3
ADAM10,TSPAN17,ADAM10_TSPAN17,ADAM10 - TSPAN17
ADAM10,AXL,ADAM10_AXL,ADAM10 - AXL
ADAM10,NRCAM,ADAM10_NRCAM,ADAM10 - NRCAM
ADAM10,TSPAN12,ADAM10_TSPAN12,ADAM10 - TSPAN12
ADAM10,TREM2,ADAM10_TREM2,ADAM10 - TREM2
ADAM10,GPNMB,ADAM10_GPNMB,ADAM10 - GPNMB
ADAM10,TSPAN5,ADAM10_TSPAN5,ADAM10 - TSPAN5
ADAM10,TSPAN15,ADAM10_TSPAN15,ADAM10 - TSPAN15
ADAM10,TSPAN10,ADAM10_TSPAN10,ADAM10 - TSPAN10
ADAM10,CADM1,ADAM10_CADM1,ADAM10 - CADM1
ADAM10,TSPAN14,ADAM10_TSPAN14,ADAM10 - TSPAN14
ADAM10,IL6R,ADAM10_IL6R,ADAM10 - IL6R
ADAM10,CD44,ADAM10_CD44,ADAM10 - CD44
ADAM10,NOTCH1,ADAM10_NOTCH1,ADAM10 - NOTCH1
ADAM10,NOTCH2,ADAM10_NOTCH2,ADAM10 - NOTCH2
ADAM10,EPHA3,ADAM10_EPHA3,ADAM10 - EPHA3
ADAM10,MET,ADAM10_MET,ADAM10 - MET
MSTN,ACVR2B,MSTN_ACVR2B,MSTN - ACVR2B
COL8A1,ITGA1,COL8A1_ITGA1,COL8A1 - ITGA1
COL8A1,ITGA2,COL8A1_ITGA2,COL8A1 - ITGA2
LYZ,ITGAL,LYZ_ITGAL,LYZ - ITGAL
VWF,LRP1,VWF_LRP1,VWF - LRP1
VWF,ITGB3,VWF_ITGB3,VWF - ITGB3
VWF,GP1BA,VWF_GP1BA,VWF - GP1BA
VWF,ITGA2B,VWF_ITGA2B,VWF - ITGA2B
VWF,TNFRSF11B,VWF_TNFRSF11B,VWF - TNFRSF11B
VWF,SELP,VWF_SELP,VWF - SELP
VWF,SCARA5,VWF_SCARA5,VWF - SCARA5
VWF,STAB2,VWF_STAB2,VWF - STAB2
VWF,SIRPA,VWF_SIRPA,VWF - SIRPA
CDH1,IGF1R,CDH1_IGF1R,CDH1 - IGF1R
CDH1,KLRG1,CDH1_KLRG1,CDH1 - KLRG1
CDH1,ITGAE,CDH1_ITGAE,CDH1 - ITGAE
CDH1,PTPRM,CDH1_PTPRM,CDH1 - PTPRM
CDH1,PTPRF,CDH1_PTPRF,CDH1 - PTPRF
CDH1,ERBB3,CDH1_ERBB3,CDH1 - ERBB3
CDH1,CDH2,CDH1_CDH2,CDH1 - CDH2
CDH1,LRP5,CDH1_LRP5,CDH1 - LRP5
CDH1,ITGB7,CDH1_ITGB7,CDH1 - ITGB7
CDH1,EGFR,CDH1_EGFR,CDH1 - EGFR
IL17B,IL17RB,IL17B_IL17RB,IL17B - IL17RB
SEMA7A,PLXNC1,SEMA7A_PLXNC1,SEMA7A - PLXNC1
SEMA7A,ITGB1,SEMA7A_ITGB1,SEMA7A - ITGB1
SEMA7A,ITGA1,SEMA7A_ITGA1,SEMA7A - ITGA1
RIMS2,ABCA1,RIMS2_ABCA1,RIMS2 - ABCA1
ANOS1,SDC2,ANOS1_SDC2,ANOS1 - SDC2
ANOS1,FGFR1,ANOS1_FGFR1,ANOS1 - FGFR1
TIMP2,ITGB1,TIMP2_ITGB1,TIMP2 - ITGB1
TIMP2,CD44,TIMP2_CD44,TIMP2 - CD44
TIMP2,ITGA3,TIMP2_ITGA3,TIMP2 - ITGA3
LGALS3BP,CD33,LGALS3BP_CD33,LGALS3BP - CD33
LGALS3BP,ITGB1,LGALS3BP_ITGB1,LGALS3BP - ITGB1
IL37,IL1RAPL1,IL37_IL1RAPL1,IL37 - IL1RAPL1
IL1A,IL1RAP,IL1A_IL1RAP,IL1A - IL1RAP
IL1A,IL1R1,IL1A_IL1R1,IL1A - IL1R1
IL1A,IL1R2,IL1A_IL1R2,IL1A - IL1R2
IL1B,IL1R2,IL1B_IL1R2,IL1B - IL1R2
IL1B,ADRB2,IL1B_ADRB2,IL1B - ADRB2
IL1B,IL1R1,IL1B_IL1R1,IL1B - IL1R1
IL1B,IL1RAP,IL1B_IL1RAP,IL1B - IL1RAP
IL1B,SIGIRR,IL1B_SIGIRR,IL1B - SIGIRR
MIA,CDH7,MIA_CDH7,MIA - CDH7
LCN1,LMBR1L,LCN1_LMBR1L,LCN1 - LMBR1L
CNTN3,PTPRG,CNTN3_PTPRG,CNTN3 - PTPRG
IL7,IL7R,IL7_IL7R,IL7 - IL7R
IL7,IL2RG,IL7_IL2RG,IL7 - IL2RG
CKLF,CCR4,CKLF_CCR4,CKLF - CCR4
CKLF,LRP6,CKLF_LRP6,CKLF - LRP6
FARP2,PLXNA4,FARP2_PLXNA4,FARP2 - PLXNA4
FARP2,PLXNA2,FARP2_PLXNA2,FARP2 - PLXNA2
FARP2,PLXNA1,FARP2_PLXNA1,FARP2 - PLXNA1
FARP2,PLXNA3,FARP2_PLXNA3,FARP2 - PLXNA3
LAMC2,ITGB1,LAMC2_ITGB1,LAMC2 - ITGB1
LAMC2,CD151,LAMC2_CD151,LAMC2 - CD151
LAMC2,ITGA2,LAMC2_ITGA2,LAMC2 - ITGA2
LAMC2,ITGA6,LAMC2_ITGA6,LAMC2 - ITGA6
LAMC2,COL17A1,LAMC2_COL17A1,LAMC2 - COL17A1
LAMC2,ITGA3,LAMC2_ITGA3,LAMC2 - ITGA3
LAMC2,ITGB4,LAMC2_ITGB4,LAMC2 - ITGB4
NID1,ITGA3,NID1_ITGA3,NID1 - ITGA3
NID1,PTPRF,NID1_PTPRF,NID1 - PTPRF
NID1,ITGB3,NID1_ITGB3,NID1 - ITGB3
NID1,ITGAV,NID1_ITGAV,NID1 - ITGAV
NID1,ITGB1,NID1_ITGB1,NID1 - ITGB1
NID1,COL13A1,NID1_COL13A1,NID1 - COL13A1
NMU,ADRA2A,NMU_ADRA2A,NMU - ADRA2A
NMU,MTNR1A,NMU_MTNR1A,NMU - MTNR1A
NMU,GRM7,NMU_GRM7,NMU - GRM7
NMU,NMUR1,NMU_NMUR1,NMU - NMUR1
NMU,NMUR2,NMU_NMUR2,NMU - NMUR2
IL21,IL21R,IL21_IL21R,IL21 - IL21R
IL21,IL2RG,IL21_IL2RG,IL21 - IL2RG
FGF2,SDC4,FGF2_SDC4,FGF2 - SDC4
FGF2,SDC3,FGF2_SDC3,FGF2 - SDC3
FGF2,SDC2,FGF2_SDC2,FGF2 - SDC2
FGF2,SDC1,FGF2_SDC1,FGF2 - SDC1
FGF2,NRP1,FGF2_NRP1,FGF2 - NRP1
FGF2,FGFR3,FGF2_FGFR3,FGF2 - FGFR3
FGF2,FGFR1,FGF2_FGFR1,FGF2 - FGFR1
FGF2,FGFR2,FGF2_FGFR2,FGF2 - FGFR2
FGF2,FGFR4,FGF2_FGFR4,FGF2 - FGFR4
FGF2,CD44,FGF2_CD44,FGF2 - CD44
FGF2,GPC4,FGF2_GPC4,FGF2 - GPC4
FGF2,FGFRL1,FGF2_FGFRL1,FGF2 - FGFRL1
IL11,IL11RA,IL11_IL11RA,IL11 - IL11RA
IL11,IL6ST,IL11_IL6ST,IL11 - IL6ST
WNT5A,LRP2,WNT5A_LRP2,WNT5A - LRP2
WNT5A,ADRB2,WNT5A_ADRB2,WNT5A - ADRB2
WNT5A,EPHA7,WNT5A_EPHA7,WNT5A - EPHA7
WNT5A,RYK,WNT5A_RYK,WNT5A - RYK
WNT5A,ROR2,WNT5A_ROR2,WNT5A - ROR2
WNT5A,FZD5,WNT5A_FZD5,WNT5A - FZD5
WNT5A,FZD8,WNT5A_FZD8,WNT5A - FZD8
WNT5A,FZD1,WNT5A_FZD1,WNT5A - FZD1
WNT5A,FZD7,WNT5A_FZD7,WNT5A - FZD7
WNT5A,LRP6,WNT5A_LRP6,WNT5A - LRP6
WNT5A,FZD2,WNT5A_FZD2,WNT5A - FZD2
WNT5A,FZD6,WNT5A_FZD6,WNT5A - FZD6
WNT5A,LRP5,WNT5A_LRP5,WNT5A - LRP5
WNT5A,LDLR,WNT5A_LDLR,WNT5A - LDLR
WNT5A,FZD4,WNT5A_FZD4,WNT5A - FZD4
WNT5A,PTK7,WNT5A_PTK7,WNT5A - PTK7
WNT5A,ROR1,WNT5A_ROR1,WNT5A - ROR1
WNT5A,VANGL2,WNT5A_VANGL2,WNT5A - VANGL2
WNT5A,PTPRK,WNT5A_PTPRK,WNT5A - PTPRK
WNT5A,FZD9,WNT5A_FZD9,WNT5A - FZD9
WNT5A,FZD3,WNT5A_FZD3,WNT5A - FZD3
WNT5A,ANTXR1,WNT5A_ANTXR1,WNT5A - ANTXR1
WNT5A,MCAM,WNT5A_MCAM,WNT5A - MCAM
FGF10,FGFRL1,FGF10_FGFRL1,FGF10 - FGFRL1
FGF10,FGFR2,FGF10_FGFR2,FGF10 - FGFR2
FGF10,FGFR1,FGF10_FGFR1,FGF10 - FGFR1
ICAM1,ITGB2,ICAM1_ITGB2,ICAM1 - ITGB2
ICAM1,EGFR,ICAM1_EGFR,ICAM1 - EGFR
ICAM1,ITGAL,ICAM1_ITGAL,ICAM1 - ITGAL
ICAM1,IL2RA,ICAM1_IL2RA,ICAM1 - IL2RA
ICAM1,IL2RG,ICAM1_IL2RG,ICAM1 - IL2RG
ICAM1,ITGAX,ICAM1_ITGAX,ICAM1 - ITGAX
ICAM1,CAV1,ICAM1_CAV1,ICAM1 - CAV1
ICAM1,ITGAM,ICAM1_ITGAM,ICAM1 - ITGAM
ICAM1,MUC1,ICAM1_MUC1,ICAM1 - MUC1
ICAM1,SPN,ICAM1_SPN,ICAM1 - SPN
OLFM2,ROBO2,OLFM2_ROBO2,OLFM2 - ROBO2
F13A1,ITGA9,F13A1_ITGA9,F13A1 - ITGA9
F13A1,ITGA4,F13A1_ITGA4,F13A1 - ITGA4
F13A1,ITGB1,F13A1_ITGB1,F13A1 - ITGB1
BST1,CAV1,BST1_CAV1,BST1 - CAV1
KNG1,ITGAM,KNG1_ITGAM,KNG1 - ITGAM
KNG1,SDC2,KNG1_SDC2,KNG1 - SDC2
KNG1,CD93,KNG1_CD93,KNG1 - CD93
KNG1,PLAUR,KNG1_PLAUR,KNG1 - PLAUR
KNG1,GP1BA,KNG1_GP1BA,KNG1 - GP1BA
KNG1,GRM7,KNG1_GRM7,KNG1 - GRM7
KNG1,ADRA2A,KNG1_ADRA2A,KNG1 - ADRA2A
KNG1,MTNR1A,KNG1_MTNR1A,KNG1 - MTNR1A
KNG1,ITGB2,KNG1_ITGB2,KNG1 - ITGB2
KNG1,BDKRB1,KNG1_BDKRB1,KNG1 - BDKRB1
KNG1,RXFP4,KNG1_RXFP4,KNG1 - RXFP4
KNG1,BDKRB2,KNG1_BDKRB2,KNG1 - BDKRB2
VCAN,TLR1,VCAN_TLR1,VCAN - TLR1
VCAN,EGFR,VCAN_EGFR,VCAN - EGFR
VCAN,ITGB1,VCAN_ITGB1,VCAN - ITGB1
VCAN,ITGA4,VCAN_ITGA4,VCAN - ITGA4
VCAN,CD44,VCAN_CD44,VCAN - CD44
VCAN,SELL,VCAN_SELL,VCAN - SELL
VCAN,SELP,VCAN_SELP,VCAN - SELP
VCAN,TLR2,VCAN_TLR2,VCAN - TLR2
TNC,SDC4,TNC_SDC4,TNC - SDC4
TNC,ITGA8,TNC_ITGA8,TNC - ITGA8
TNC,SDC1,TNC_SDC1,TNC - SDC1
TNC,ITGA7,TNC_ITGA7,TNC - ITGA7
TNC,ITGA2,TNC_ITGA2,TNC - ITGA2
TNC,ITGA5,TNC_ITGA5,TNC - ITGA5
TNC,ITGAV,TNC_ITGAV,TNC - ITGAV
TNC,ITGB6,TNC_ITGB6,TNC - ITGB6
TNC,ITGB3,TNC_ITGB3,TNC - ITGB3
TNC,ITGB1,TNC_ITGB1,TNC - ITGB1
TNC,EGFR,TNC_EGFR,TNC - EGFR
TNC,PTPRB,TNC_PTPRB,TNC - PTPRB
TNC,CNTN1,TNC_CNTN1,TNC - CNTN1
TNC,ITGA9,TNC_ITGA9,TNC - ITGA9
EGF,FSHR,EGF_FSHR,EGF - FSHR
EGF,AXL,EGF_AXL,EGF - AXL
EGF,EGFR,EGF_EGFR,EGF - EGFR
EGF,ERBB4,EGF_ERBB4,EGF - ERBB4
EGF,NRP1,EGF_NRP1,EGF - NRP1
EGF,LRP2,EGF_LRP2,EGF - LRP2
EGF,ERBB2,EGF_ERBB2,EGF - ERBB2
EGF,ADRB2,EGF_ADRB2,EGF - ADRB2
EGF,CAV1,EGF_CAV1,EGF - CAV1
EGF,RHBDL2,EGF_RHBDL2,EGF - RHBDL2
EGF,LDLR,EGF_LDLR,EGF - LDLR
EGF,ERBB3,EGF_ERBB3,EGF - ERBB3
EGF,PLD2,EGF_PLD2,EGF - PLD2
SEMA3C,NRP1,SEMA3C_NRP1,SEMA3C - NRP1
SEMA3C,NRP2,SEMA3C_NRP2,SEMA3C - NRP2
SEMA3C,PLXND1,SEMA3C_PLXND1,SEMA3C - PLXND1
SEMA3A,NRP2,SEMA3A_NRP2,SEMA3A - NRP2
SEMA3A,PLXNA3,SEMA3A_PLXNA3,SEMA3A - PLXNA3
SEMA3A,PLXNA1,SEMA3A_PLXNA1,SEMA3A - PLXNA1
SEMA3A,NRP1,SEMA3A_NRP1,SEMA3A - NRP1
SEMA3A,PLXNA2,SEMA3A_PLXNA2,SEMA3A - PLXNA2
SEMA3A,PLXNA4,SEMA3A_PLXNA4,SEMA3A - PLXNA4
WNT2,FZD4,WNT2_FZD4,WNT2 - FZD4
WNT2,FZD2,WNT2_FZD2,WNT2 - FZD2
WNT2,LRP6,WNT2_LRP6,WNT2 - LRP6
WNT2,FZD1,WNT2_FZD1,WNT2 - FZD1
WNT2,FZD7,WNT2_FZD7,WNT2 - FZD7
WNT2,FZD8,WNT2_FZD8,WNT2 - FZD8
WNT2,FZD5,WNT2_FZD5,WNT2 - FZD5
WNT2,FZD3,WNT2_FZD3,WNT2 - FZD3
WNT2,FZD9,WNT2_FZD9,WNT2 - FZD9
NPTX2,NPTXR,NPTX2_NPTXR,NPTX2 - NPTXR
GAL,GPR151,GAL_GPR151,GAL - GPR151
GAL,GALR1,GAL_GALR1,GAL - GALR1
